ID,Age,Gender,FamilyMembers,FinancialEducation,RiskPropensity,Income,Wealth,IncomeInvestment,AccumulationInvestment,FinancialStatus
944,44,0,2,0.358910773,0.376049867,25.3968929,37.43538959,0,0,0
945,70,1,1,0.255186894,0.151698793,24.15011206,9.873851288,0,0,0
946,59,1,3,0.465315957,0.354390471,38.27807337,61.73245059,0,0,0
947,45,0,3,0.421795578,0.373910016,54.14898256,30.47702326,0,1,0
948,55,0,3,0.429583664,0.440166075,49.76125527,74.7792477,0,0,0
949,51,0,3,0.566307832,0.552557583,72.85365477,103.7350654,0,0,0
950,56,0,3,0.331764533,0.228408265,82.30475314,102.3186485,0,0,0
951,52,0,3,0.457370048,0.255465749,24.65367952,41.68478913,0,0,0
952,53,1,3,0.496296242,0.324232482,48.71827054,66.07349757,1,0,0
953,40,0,2,0.226199165,0.145722956,9.799923298,17.48669339,1,0,0
954,53,0,3,0.433922358,0.341843187,61.2110298,79.39017965,0,0,0
955,62,1,2,0.367478164,0.214532806,49.69937664,70.48642365,0,0,0
956,75,0,2,0.481823558,0.265744415,57.71923375,87.95877555,1,1,0
957,48,0,3,0.449811954,0.415347654,85.70261481,80.75519732,1,1,0
958,87,1,4,0.347608351,0.378789639,181.9963601,509.0203131,1,1,0
959,69,0,2,0.307584439,0.258256541,106.9330901,88.33205738,1,0,0
960,58,0,4,0.636393417,0.622429558,170.2141268,490.1989442,1,1,0
961,52,0,3,0.63273192,0.445996651,152.0120703,118.4226875,0,1,0
962,49,0,3,0.502630745,0.405076301,90.78953271,99.26647299,0,1,0
963,73,1,3,0.602232895,0.35393694,124.2206227,458.7795895,1,1,0
964,47,0,2,0.443916937,0.304329248,38.52229472,53.45558198,0,0,0
965,50,1,3,0.351552148,0.285127016,15.85247726,24.31933923,0,0,0
966,72,1,4,0.443455188,0.374156336,67.08522359,311.8779154,1,1,0
967,60,0,2,0.219523969,0.140116508,49.14013233,89.79731361,0,0,0
968,73,1,2,0.749330203,0.766603139,189.4618022,441.4582064,1,1,0
969,66,1,3,0.636497645,0.689097589,39.7054787,331.777399,1,1,0
970,48,0,3,0.15859209,0.337085473,6.315436171,27.75782568,0,1,0
971,48,1,2,0.222102614,0.295577798,38.03729792,57.58532822,0,0,0
972,65,1,2,0.48760592,0.274605263,93.59895622,171.6806445,0,0,0
973,38,0,1,0.38314006,0.416718628,9.367607808,18.51959477,0,0,0
974,66,1,2,0.388574939,0.317498833,81.60256626,66.57212487,0,1,0
975,62,0,2,0.257047876,0.266167602,42.60467833,80.33540976,0,0,0
976,58,1,2,0.422550784,0.51604428,71.72195616,116.0718536,1,0,0
977,55,0,1,0.450609845,0.27042705,44.21984898,32.87347108,0,1,0
978,58,1,2,0.46034456,0.452500913,44.72098827,78.82540247,0,0,0
979,79,0,2,0.234009389,0.210194049,35.4172548,100.845473,0,0,0
980,54,1,2,0.5192538,0.459169945,33.88499091,63.01347143,0,0,0
981,34,0,3,0.238876599,0.247140316,98.59101468,33.20616976,0,1,0
982,77,1,2,0.381058467,0.159134885,20.30086214,146.6490446,1,0,0
983,61,1,2,0.575738196,0.421211503,83.83048466,66.24550011,0,1,0
984,51,1,3,0.534868119,0.389601512,48.4056451,73.09745437,1,0,0
985,70,0,3,0.432207194,0.320608265,71.72148476,137.7691962,1,0,0
986,64,0,2,0.635515041,0.685565134,49.95584281,138.0509084,1,1,0
987,57,0,3,0.306603547,0.200683032,74.90136942,51.22227531,0,1,0
988,47,1,4,0.533677578,0.409576483,54.49225347,81.81114174,1,0,0
989,41,0,2,0.6045842,0.602814017,31.15742947,20.91401354,1,1,0
990,40,0,2,0.316346232,0.212083123,18.49543329,25.25900849,1,0,0
991,51,1,2,0.439821759,0.493281675,50.15363762,79.21818289,0,0,0
992,33,1,1,0.855458312,0.801956791,121.3163261,34.88231908,0,1,0
993,60,0,2,0.511620633,0.485817972,63.28904089,103.3726417,1,0,0
994,51,1,1,0.599450135,0.611296031,118.2149506,153.1330973,0,0,0
995,70,0,2,0.495205635,0.454250837,77.12541165,153.4704372,1,1,0
996,75,0,1,0.207358611,0.083908579,15.22783291,19.28323781,0,0,0
997,56,0,3,0.247487161,0.241977271,26.74708401,53.78354733,0,0,0
998,52,0,2,0.415775805,0.434538346,59.01172733,108.7051143,1,1,0
999,64,0,3,0.306767591,0.139085858,83.85298674,72.52300466,0,1,0
1000,37,0,3,0.180174202,0.148588465,40.43120831,27.74024605,0,1,0
1001,71,0,4,0.358543588,0.28998305,111.8033792,257.7865163,1,1,0
1002,46,1,2,0.497664962,0.399116565,47.43853026,124.3542206,1,0,0
1003,49,1,3,0.730651046,0.715307566,107.7144869,245.4353892,1,0,0
1004,44,0,2,0.354127694,0.264582783,17.90579509,24.2033681,0,0,0
1005,65,1,4,0.385099225,0.269772805,35.76542709,66.28539952,0,0,0
1006,45,1,3,0.746011818,0.626767953,105.1910647,145.2498292,0,0,0
1007,38,0,2,0.225988523,0.201793961,133.779745,126.4424531,0,1,0
1008,62,1,4,0.42618151,0.184203087,110.5093306,181.0259145,0,0,0
1009,43,1,4,0.318498591,0.575283107,177.2198714,344.6200148,1,1,0
1010,60,0,3,0.635433736,0.52340064,125.6259785,213.8025326,1,0,0
1011,50,1,2,0.424642342,0.396688472,13.29493548,47.15622958,1,0,0
1012,63,1,3,0.736821302,0.61138816,203.2736814,41.69130805,0,1,0
1013,27,0,4,0.575846648,0.486807822,4.841036508,3.82334515,0,0,0
1014,61,0,2,0.542372746,0.439182672,52.88301459,106.806542,1,1,0
1015,70,1,2,0.217465111,0.315900088,59.07349074,84.22623583,1,1,0
1016,68,1,3,0.272983964,0.288947595,65.77746946,163.2651994,1,0,0
1017,62,0,3,0.290973093,0.263027715,66.09841744,78.76470906,0,0,0
1018,43,1,4,0.059923518,0.382084661,1.940299197,111.3857595,1,0,0
1019,57,0,3,0.564454886,0.551661526,34.74396495,44.28965111,0,0,0
1020,58,0,2,0.562298372,0.421793943,62.25414712,105.9346325,1,0,0
1021,58,0,4,0.377297697,0.271354092,63.15142159,167.5889616,1,1,0
1022,44,0,3,0.269400769,0.215419005,15.01385489,22.04584787,0,0,0
1023,49,1,3,0.636617515,0.450109562,26.08646127,66.13335509,0,0,0
1024,53,0,3,0.663904134,0.385309219,87.52359361,199.4830207,1,0,0
1025,51,1,3,0.503988879,0.395253044,18.70539111,35.13275431,0,0,0
1026,68,1,3,0.234848302,0.144454163,11.27180403,13.59256318,0,1,0
1027,96,0,4,0.1614114,0.840988133,289.7855523,2233.228433,1,1,0
1028,32,1,2,0.635381025,0.245456125,35.58626143,12.23804557,1,0,0
1029,56,0,2,0.442620732,0.342065982,148.7747377,169.0007981,0,0,0
1030,28,1,1,0.720753567,0.468250471,51.9080629,27.84991433,0,1,0
1031,69,0,2,0.272747109,0.21329194,74.62323491,141.3796829,1,1,0
1032,80,1,2,0.730651008,0.603912966,41.12796254,255.3917117,1,1,0
1033,34,1,4,0.381058206,0.58775682,137.5249179,142.2006077,1,1,0
1034,76,0,3,0.270308269,0.407405245,72.7133347,228.6878844,1,1,0
1035,44,0,3,0.291284267,0.235607402,14.53360514,16.56701712,0,0,0
1036,60,1,4,0.59834903,0.536177276,13.44888227,141.9848203,1,0,0
1037,62,1,3,0.373321005,0.289034426,47.33966653,60.60634981,0,0,0
1038,57,1,2,0.330680259,0.19682769,45.27276731,67.73848513,0,0,0
1039,75,1,2,0.331785508,0.365167203,14.60037155,78.3088453,1,1,0
1040,79,0,3,0.258533866,0.339017918,52.5624468,147.0905723,1,1,0
1041,57,1,4,0.272063617,0.256971192,34.13583442,38.43462101,0,1,0
1042,37,0,2,0.430241265,0.381033891,47.55512747,20.35986355,0,1,0
1043,51,1,2,0.675973983,0.487099925,53.3682409,59.36158661,0,0,0
1044,47,0,2,0.384680363,0.374806179,15.37940274,24.47450489,0,0,0
1045,49,1,2,0.506009318,0.342316164,49.20698661,59.01049431,1,1,0
1046,34,1,1,0.196788137,0.077480936,145.5556537,129.974413,0,1,0
1047,56,1,4,0.562947069,0.609282281,67.08821207,61.93097702,0,1,0
1048,70,1,2,0.483793294,0.398010678,69.88457944,198.8145787,1,1,0
1049,40,0,1,0.631800532,0.528578176,117.086072,235.0422968,1,1,0
1050,49,1,3,0.523771245,0.608257993,18.87331149,65.18418371,0,0,0
1051,63,1,3,0.245484379,0.224656983,16.33757996,25.23395614,1,1,0
1052,68,0,2,0.383943424,0.202324558,84.52231612,115.569628,1,1,0
1053,68,1,1,0.601545125,0.688798835,26.9824623,39.07123449,1,0,0
1054,62,0,2,0.262487116,0.150241833,84.65489434,72.85537018,0,1,0
1055,64,0,2,0.364746357,0.315328784,32.10179899,39.21374216,0,0,0
1056,46,1,2,0.710072331,0.785446037,78.70329302,50.91159401,0,1,0
1057,60,1,2,0.410664398,0.202427833,15.59890578,19.47627752,1,0,0
1058,52,1,2,0.588849359,0.487330317,44.68250577,47.18566056,0,1,0
1059,43,1,3,0.337247886,0.247350122,34.68949807,23.22039944,1,1,0
1060,66,1,3,0.639591898,0.687228546,56.25757074,247.4733434,1,1,0
1061,56,1,3,0.414080132,0.345724641,88.9859326,151.7535224,0,0,0
1062,50,1,4,0.631332892,0.630039259,92.03404418,88.20425088,1,1,0
1063,62,1,2,0.129123169,0.098160542,8.877755802,38.00160097,0,0,0
1064,68,0,3,0.188870187,0.160777743,96.77783999,126.9618076,0,0,0
1065,60,0,3,0.494090662,0.610488799,16.92113021,32.49745292,0,1,0
1066,57,0,2,0.383897863,0.392900666,48.98113932,68.68936848,0,0,0
1067,57,1,3,0.231724676,0.348213302,57.68587595,54.25388259,1,1,0
1068,56,1,2,0.338507014,0.287739307,60.19679539,28.05132613,0,1,0
1069,45,0,3,0.379833866,0.370568769,81.9989118,46.51790242,0,1,0
1070,75,0,2,0.154732326,0.29678115,32.02004522,39.48186212,1,0,0
1071,87,0,4,0.090220725,0.1292095,214.4310733,505.7799115,1,1,0
1072,45,0,2,0.510982471,0.281692667,41.51792739,34.78034584,0,1,0
1073,75,1,2,0.426177409,0.215673751,13.39219844,32.52734504,0,0,0
1074,52,1,2,0.266256414,0.234917448,30.52072396,32.51501145,1,1,0
1075,49,1,2,0.719240805,0.650209463,24.02209133,53.01355744,0,0,0
1076,42,1,3,0.32498046,0.375136041,16.12801377,22.99300623,0,0,0
1077,47,1,2,0.207300443,0.230963047,22.7051812,27.82211018,0,0,0
1078,46,0,2,0.458542938,0.545570368,30.15833721,29.22090214,0,1,0
1079,60,0,3,0.581271657,0.658277621,89.55999322,119.9094499,0,0,0
1080,71,1,2,0.186216776,0.24976377,95.84100848,176.3943919,1,1,0
1081,63,1,3,0.716352572,0.58206926,166.142985,340.272216,1,1,0
1082,70,1,2,0.298393822,0.378829598,155.1895491,192.5372157,1,0,0
1083,91,0,4,0.098368563,0.025102294,8.603058116,63.63636208,1,1,0
1084,21,0,2,0.604081635,0.658146843,44.42223881,12.87667891,0,1,0
1085,53,0,2,0.348235145,0.221547231,109.421934,104.7424047,0,1,0
1086,58,1,2,0.518272903,0.306514256,72.47325889,65.17071405,0,1,0
1087,64,1,4,0.62086646,0.467488408,56.58142832,104.2041869,0,0,0
1088,40,1,2,0.495120736,0.614606452,76.60277225,68.58051148,0,1,0
1089,46,0,2,0.436302122,0.520925314,80.93290864,80.64641884,1,1,0
1090,61,1,2,0.244942679,0.244706838,33.30558713,50.78116809,1,0,0
1091,53,1,3,0.278139794,0.529235802,26.14114424,36.30197997,0,0,0
1092,64,0,2,0.441603589,0.465159379,97.87304933,93.99005909,0,1,0
1093,44,1,3,0.181539452,0.158134011,48.71298937,36.41338524,0,1,0
1094,35,1,3,0.242156629,0.274367129,35.64121954,29.74842722,0,1,0
1095,61,0,2,0.434385779,0.353032119,29.41126005,79.26339961,0,0,0
1096,69,0,2,0.232028477,0.189195271,34.79227102,91.17515202,1,0,0
1097,73,0,3,0.281066483,0.397713396,27.14210348,66.31732771,0,0,0
1098,41,1,3,0.466217712,0.4481694,20.76862502,25.45851645,0,0,0
1099,42,0,2,0.468690922,0.254762976,66.66281555,42.59695602,0,1,0
1100,38,1,2,0.452527149,0.60729117,30.86352916,87.21738626,1,0,0
1101,55,0,3,0.691506835,0.6290687,110.2490389,212.5550232,1,0,0
1102,46,0,4,0.592864775,0.676999271,61.23604289,173.6055924,1,1,0
1103,78,1,4,0.19970387,0.24175293,155.624805,315.5836007,1,1,0
1104,40,1,2,0.437607794,0.425210637,21.81011055,17.4128215,0,0,0
1105,31,1,4,0.687367338,0.754905319,10.96221154,14.9734366,1,0,0
1106,62,1,4,0.817012608,0.414465644,179.5376916,131.4093012,0,1,0
1107,75,1,3,0.560562502,0.288673331,123.0299902,222.7427609,1,1,0
1108,47,1,3,0.323973208,0.351087391,40.26083548,29.80846956,0,1,0
1109,43,0,2,0.537567589,0.301893159,130.9350897,92.37069128,0,1,0
1110,53,0,2,0.503628115,0.452979851,56.4147267,87.634571,1,1,0
1111,30,0,1,0.623088284,0.621219888,21.49305873,18.16627462,0,0,0
1112,55,0,4,0.423089482,0.376496714,111.351393,246.4643991,1,0,0
1113,67,0,3,0.359816515,0.268046671,47.11702221,81.02891806,1,0,0
1114,58,1,3,0.42675564,0.2465261,110.6784461,129.5577532,0,0,0
1115,33,1,1,0.311257185,0.233344844,5.707328251,2.948297108,0,0,0
1116,50,1,3,0.495384585,0.486437015,34.22233727,70.78217016,0,0,0
1117,51,1,2,0.405355273,0.401684007,44.44108378,90.19622012,0,0,0
1118,86,1,3,0.732427581,0.280653107,68.80855926,143.1602069,1,0,0
1119,65,1,3,0.496913067,0.452875436,65.29742018,115.0168716,0,1,0
1120,54,1,3,0.461987596,0.32740488,59.03619444,60.57939042,0,1,0
1121,72,1,4,0.624733224,0.33751771,171.6113497,234.539898,1,1,0
1122,39,0,1,0.626293032,0.303396438,76.15148419,58.06247606,0,1,0
1123,45,1,1,0.542767954,0.154126488,3.383576926,4.367618068,0,0,0
1124,76,0,2,0.224023748,0.237913089,18.84853724,78.72228359,1,0,0
1125,71,1,3,0.591070556,0.292781917,67.35346693,52.68254735,0,1,0
1126,62,1,2,0.376866359,0.221638147,116.4103333,128.2284796,0,1,0
1127,61,0,2,0.351195061,0.279704049,27.90054752,102.880981,1,1,0
1128,49,1,2,0.420874632,0.181819119,29.01532402,19.47084182,0,0,0
1129,62,1,3,0.537824193,0.37548262,56.58880833,215.8258207,1,1,0
1130,47,1,2,0.436144338,0.558803913,41.72563675,44.75719681,0,1,0
1131,68,0,2,0.162858756,0.168368157,2.766531091,18.11391562,0,1,0
1132,60,1,3,0.315132058,0.359909636,87.48359351,79.89114182,1,1,0
1133,73,1,3,0.224880779,0.412596058,18.86239814,114.8558556,1,0,0
1134,47,1,2,0.355266816,0.076595517,80.17476124,16.17338625,1,0,0
1135,61,0,2,0.267245581,0.169458169,81.92871337,112.239286,0,0,0
1136,63,0,2,0.457333607,0.190264486,16.13828587,61.39158758,0,0,0
1137,49,0,2,0.403700198,0.453061472,74.16403444,53.355259,0,1,0
1138,58,0,3,0.22774467,0.147603777,11.92401868,39.41318913,0,0,0
1139,70,0,2,0.326627642,0.263993553,27.33881922,88.98332658,1,0,0
1140,56,0,3,0.56439737,0.447790752,58.5366596,77.71658125,0,0,0
1141,52,1,3,0.294338376,0.2396792,25.51185038,16.70670648,0,0,0
1142,61,0,4,0.50466843,0.432045103,21.94796685,94.60080901,1,1,0
1143,49,1,2,0.433231317,0.550108064,74.6432262,127.8292937,1,0,0
1144,62,1,2,0.198626366,0.16773816,60.0735579,96.96929588,1,0,0
1145,53,1,3,0.403946696,0.351581808,72.90357467,74.94749451,0,1,0
1146,55,1,4,0.216244292,0.11386413,22.4387988,38.78245736,0,1,0
1147,59,1,1,0.504805709,0.460402877,72.6730443,61.90885359,0,1,0
1148,72,0,3,0.509201455,0.682667855,127.3149165,251.0806435,1,1,0
1149,63,1,4,0.371149394,0.23863913,34.21717755,36.39453445,0,1,0
1150,78,0,3,0.209563074,0.246805431,111.2467348,357.1385532,1,1,0
1151,37,0,2,0.369376358,0.558629258,21.25493685,16.22101868,1,0,0
1152,49,1,3,0.325246258,0.477390563,16.06603555,90.28312732,0,0,0
1153,58,0,2,0.496919228,0.454640294,60.34542248,192.5173304,1,0,0
1154,48,0,3,0.567019862,0.588552983,76.06249345,115.34962,1,1,0
1155,41,0,2,0.571314227,0.269975973,17.72855466,25.30836679,0,0,0
1156,60,1,2,0.350747609,0.306448276,100.1929542,75.54198898,0,1,0
1157,69,1,3,0.095246924,0.286349853,16.84113421,6.460067235,0,1,0
1158,57,1,3,0.344587956,0.260267134,62.9480329,61.99482506,0,1,0
1159,62,0,1,0.514046913,0.188491871,36.31197169,10.49159023,0,0,0
1160,46,0,2,0.29780737,0.219480648,11.14125328,45.1473136,0,1,0
1161,45,0,2,0.430635568,0.215115255,5.426798075,3.221693345,0,0,0
1162,53,0,2,0.674448359,0.582779181,140.5504794,157.8178823,0,0,0
1163,47,0,2,0.65244505,0.504491581,34.7640936,84.74903893,0,0,0
1164,59,0,2,0.477297933,0.423733662,174.2983203,177.0272562,0,1,0
1165,77,1,2,0.622424079,0.408133722,90.22374921,266.3120214,1,1,0
1166,48,0,2,0.537624188,0.523692091,104.8214098,205.035985,1,0,0
1167,60,1,2,0.473963597,0.346916526,48.44722213,96.27850978,1,1,0
1168,41,1,3,0.536334717,0.525645549,30.80119058,76.32175486,0,0,0
1169,71,0,2,0.349357808,0.344830265,136.7493601,226.5536049,1,0,0
1170,44,0,2,0.467751327,0.25885165,22.30201252,50.4813869,0,0,0
1171,59,1,2,0.525638973,0.546485031,7.818133437,71.12744593,1,0,0
1172,50,1,3,0.534482151,0.475514041,28.76974269,54.93062357,1,0,0
1173,62,0,3,0.122823312,0.198585107,74.57164899,45.97213833,1,1,0
1174,55,1,3,0.305684835,0.38073285,39.57848991,60.83076496,0,0,0
1175,55,1,3,0.541381725,0.56058378,81.57020813,97.66645105,0,0,0
1176,81,1,2,0.461443549,0.383296978,104.2924024,181.7044476,1,0,0
1177,40,1,4,0.457090946,0.67400339,12.00868093,125.1198917,1,1,0
1178,54,0,1,0.558204535,0.304711618,44.81248568,40.77306222,1,1,0
1179,75,1,2,0.503432519,0.477655982,99.92071377,140.1922756,1,1,0
1180,38,1,3,0.251663263,0.517272266,29.88902375,21.62163942,0,1,0
1181,69,0,4,0.573621696,0.318872536,134.7651442,159.7663679,1,0,0
1182,43,0,2,0.200540777,0.188528471,26.28770394,11.86783605,0,1,0
1183,66,1,2,0.417963161,0.526346155,103.5934856,85.34772244,1,1,0
1184,62,1,3,0.4306596,0.428946434,17.42956623,155.7893197,1,0,0
1185,63,1,4,0.599100123,0.238014045,129.6991837,139.6832932,0,1,0
1186,48,1,2,0.215172396,0.653428365,8.154948108,80.34833683,0,0,0
1187,58,1,2,0.504295304,0.330050503,32.78762378,54.8992473,0,1,0
1188,70,0,3,0.552210821,0.605627441,98.20247993,223.9716718,1,1,0
1189,35,0,3,0.357613765,0.336222515,22.27067243,12.61316685,1,0,0
1190,34,0,3,0.534504193,0.568775157,74.69896947,46.66211368,0,1,0
1191,58,0,3,0.421203429,0.488546803,86.2299894,154.8563438,1,0,0
1192,37,1,1,0.355235897,0.282792249,171.83796,8.028997322,0,0,0
1193,51,1,2,0.330184584,0.12604615,76.78266616,47.15782811,1,1,0
1194,35,0,2,0.31598305,0.312080729,58.14399022,63.79526328,1,1,0
1195,42,0,3,0.241945424,0.28519933,69.86954078,53.43968292,0,1,0
1196,50,0,3,0.356459809,0.352411925,61.36023315,89.54372671,0,1,0
1197,45,1,2,0.263595829,0.268991528,29.5602968,8.234705783,0,1,0
1198,39,0,3,0.430228714,0.465614263,107.1638611,94.77757275,0,1,0
1199,51,1,3,0.612102283,0.494584288,43.51564269,54.32008187,0,0,0
1200,43,0,3,0.391610448,0.291459702,52.21662291,73.94509517,0,0,0
1201,69,1,2,0.541906132,0.245705256,153.147794,175.7196635,1,1,0
1202,43,1,2,0.50477152,0.583299719,68.20106769,45.58024711,0,1,0
1203,74,0,3,0.609371834,0.375623843,118.008352,193.6265316,1,0,0
1204,52,0,3,0.419792187,0.260013209,53.21253393,32.97817055,0,1,0
1205,35,0,2,0.451110801,0.548387377,151.8991004,29.88205923,0,1,0
1206,49,0,2,0.41429554,0.312792896,12.23741473,24.58857525,0,0,0
1207,69,0,2,0.210293263,0.309605775,52.97443473,257.7893501,1,1,0
1208,63,0,3,0.618185586,0.58952975,78.26893779,181.8173382,0,1,0
1209,57,1,3,0.222581467,0.112443042,16.45578562,19.61932227,1,1,0
1210,57,0,2,0.399999102,0.404869284,26.31283828,48.07251086,0,0,0
1211,60,1,2,0.367998121,0.410718014,44.64060563,65.16979086,0,0,0
1212,43,1,3,0.430507665,0.468892232,43.0442352,51.23810864,0,0,0
1213,51,1,2,0.28761711,0.314827742,29.29938702,21.1642963,1,1,0
1214,39,1,3,0.533912689,0.526317146,59.78133318,45.91050352,0,1,0
1215,51,1,2,0.407392418,0.392026427,33.09365195,72.28298362,0,0,0
1216,62,1,2,0.358590289,0.400606587,48.38171044,69.49482072,0,0,0
1217,65,1,2,0.634774753,0.519378103,123.9272845,96.00282062,0,1,0
1218,73,0,2,0.48505984,0.471692813,42.48617376,134.9120797,1,1,0
1219,57,1,2,0.632927551,0.40867607,78.63791875,176.5325271,1,0,0
1220,37,1,2,0.60066952,0.609146893,34.65997915,24.31186512,1,1,0
1221,75,1,4,0.273491408,0.256218837,72.03297687,160.7650735,1,0,0
1222,69,1,3,0.343312215,0.4758058,89.52156008,163.1768119,1,0,0
1223,49,0,2,0.587256912,0.366297255,65.82875886,84.38992196,0,0,0
1224,59,1,4,0.306817097,0.243805601,87.89336257,210.1106238,0,0,0
1225,61,1,3,0.395573414,0.279741096,78.86719768,65.85567583,0,1,0
1226,65,1,2,0.257676449,0.227830299,81.30543462,20.90325402,0,0,0
1227,60,1,2,0.432847258,0.390869244,73.02948114,85.90670486,0,0,0
1228,54,0,2,0.540645549,0.306347709,44.13977026,54.06592546,1,0,0
1229,54,1,2,0.297485801,0.160066287,58.46482259,44.83391551,0,1,0
1230,56,1,2,0.294795468,0.543328888,131.9602353,145.1825281,0,1,0
1231,47,0,3,0.555354468,0.549760616,50.80981573,69.54276245,0,1,0
1232,84,1,1,0.79258571,0.690673939,147.2481472,1034.54534,1,1,0
1233,55,0,3,0.590250389,0.271872232,96.04937497,134.2418277,0,0,0
1234,59,0,2,0.319939624,0.227487482,75.76737394,92.41819251,1,1,0
1235,46,0,2,0.416571581,0.425390019,20.47031475,36.47521281,0,0,0
1236,46,1,2,0.450205837,0.364792546,79.70917378,29.21232181,0,1,0
1237,54,0,3,0.433208472,0.492354094,67.49594274,82.56710369,0,0,0
1238,52,1,2,0.337113645,0.488059316,29.97349152,46.80549231,1,0,0
1239,76,0,1,0.124728776,0.043125716,8.285962812,53.96585351,0,0,0
1240,61,0,2,0.584976176,0.561394697,55.2473579,124.4324189,1,1,0
1241,74,0,3,0.784657696,0.602357081,15.95968748,12.7912892,0,0,0
1242,36,0,1,0.604969464,0.396417463,30.75475522,40.15180264,0,0,0
1243,31,0,1,0.328957329,0.620407453,7.641243122,4.744479144,0,0,0
1244,56,0,3,0.306415138,0.223451028,87.30979194,62.97536297,0,1,0
1245,52,0,3,0.499816771,0.425301072,103.4901977,106.1950131,1,1,0
1246,76,0,4,0.222052144,0.330779558,91.46595915,224.6618548,1,0,0
1247,65,0,2,0.379817347,0.428419128,64.95716907,109.7425058,0,0,0
1248,49,0,1,0.592142497,0.534389136,68.49201476,84.41193971,0,0,0
1249,69,0,2,0.611755562,0.349678196,149.6648658,102.9122404,0,1,0
1250,65,0,2,0.369416458,0.440505041,83.08136917,112.8592718,0,0,0
1251,63,1,3,0.493133341,0.497876054,2.793185125,6.881641462,1,0,0
1252,73,1,3,0.286154212,0.287715224,26.12024276,121.9057085,1,0,0
1253,61,1,3,0.340802856,0.32726967,45.56349867,78.05276931,0,1,0
1254,57,1,3,0.364914911,0.21894699,81.92110905,66.08154361,1,1,0
1255,62,1,3,0.266559614,0.272746677,74.65540042,86.48950213,0,0,0
1256,57,1,3,0.669414165,0.683728914,56.35130406,140.6131502,1,0,0
1257,51,1,3,0.473902309,0.508871613,67.49807113,55.28966482,0,1,0
1258,58,1,3,0.29907206,0.252566089,37.32874604,43.96250121,0,0,0
1259,56,0,2,0.425646124,0.243873192,77.6481014,63.73749381,0,1,0
1260,51,1,3,0.559228121,0.260295609,112.2890752,89.74465973,0,1,0
1261,73,0,2,0.371831599,0.371684951,50.47635131,100.2505489,1,0,0
1262,57,0,2,0.396087464,0.283563463,126.7383748,123.9334655,1,1,0
1263,78,0,3,0.500309938,0.274819553,69.66827534,255.0654935,1,1,0
1264,51,0,3,0.652376603,0.610802437,55.36493865,118.8697334,1,0,0
1265,61,0,1,0.543819474,0.442223836,85.35595996,98.22437158,0,0,0
1266,75,0,4,0.439737362,0.369082167,75.26301034,296.5824042,1,1,0
1267,78,1,3,0.45445641,0.428635722,51.75598589,145.2158102,1,1,0
1268,59,1,3,0.40419735,0.445740214,40.47996984,43.51180298,0,1,0
1269,49,1,2,0.368978924,0.268607356,69.6872682,31.10445867,0,1,0
1270,62,1,3,0.320602682,0.193513209,44.7617268,48.06552096,1,1,0
1271,32,0,1,0.25110115,0.225432969,13.74528178,13.48066781,0,0,0
1272,50,1,3,0.248934359,0.454612092,70.66313666,70.3726683,0,1,0
1273,59,1,3,0.371668164,0.372222658,26.27012779,19.65812822,1,0,0
1274,70,1,3,0.191339064,0.130391869,95.18548045,112.134422,1,1,0
1275,70,1,2,0.374185785,0.261886251,31.76537431,129.7965046,1,0,0
1276,55,1,2,0.270270567,0.153070609,62.44356182,46.80083358,0,1,0
1277,69,0,3,0.347252604,0.22938298,147.8376726,92.54227713,0,0,0
1278,52,1,2,0.295521953,0.173606074,9.041286087,12.67841771,0,0,0
1279,61,1,2,0.422938494,0.303323217,33.49895715,44.71795785,0,0,0
1280,75,1,3,0.532804109,0.294021716,87.60893436,267.5366353,1,1,0
1281,56,0,3,0.260280533,0.235027781,85.04872368,126.9894639,1,0,0
1282,52,1,3,0.308851865,0.183730355,51.76142107,35.34507184,0,1,0
1283,46,1,2,0.261743745,0.220326275,34.79482078,56.84396846,0,0,0
1284,64,1,3,0.316464168,0.274193668,23.79921707,29.03488572,0,1,0
1285,69,0,2,0.379281135,0.285792305,72.40568781,141.428937,1,1,0
1286,81,0,2,0.208521552,0.102524856,92.01689946,115.03719,1,0,0
1287,56,0,2,0.392914517,0.253540167,130.4716369,57.57283846,0,1,0
1288,56,0,3,0.538308062,0.520717215,61.16044279,71.89671707,0,0,0
1289,46,0,2,0.472645443,0.44021509,30.52197798,52.93312853,0,0,0
1290,74,0,2,0.305756606,0.143922686,81.20915516,134.0629377,1,0,0
1291,54,1,3,0.469696356,0.34737167,36.12296763,67.21611721,0,0,0
1292,50,1,2,0.485801168,0.42878151,63.27716418,43.41982875,0,1,0
1293,81,0,2,0.146956294,0.128399333,57.36180978,156.8253306,0,0,0
1294,64,1,2,0.373082109,0.547363209,31.36449603,44.39889617,0,1,0
1295,64,1,2,0.672844993,0.384235657,63.81081413,85.33770594,1,0,0
1296,43,1,3,0.427947449,0.527765325,66.98989174,83.53468935,0,0,0
1297,62,0,3,0.472099937,0.281785381,37.33655912,47.26564528,0,1,0
1298,60,1,3,0.57976699,0.562329099,75.54042112,187.6380681,1,0,0
1299,39,0,2,0.224335199,0.426344089,6.896285573,12.10886779,0,0,0
1300,54,1,2,0.481361655,0.397415214,47.27157783,59.34521246,0,0,0
1301,51,1,3,0.373613692,0.330517052,23.42903837,27.48607795,0,0,0
1302,60,0,2,0.443062752,0.373730174,73.29293966,139.3317069,1,1,0
